2,1000
2,2000
3,3000
3,4000
3,5000
3,6000
3,7000
4,8000
4,9000
4,10000
4,11000
4,12000
5,13000
5,14000
5,15000
5,16000
6,17000
6,18000
6,19000
6,20000
6,21000
7,22000
7,23000
7,24000
7,25000
7,26000
8,27000
8,28000
8,29000
8,30000
8,31000
9,32000
9,33000
9,34000
9,35000
10,36000
10,37000
10,38000
10,39000
11,40000
11,41000
11,42000
11,43000
11,44000
12,45000
12,46000
12,47000
12,48000
13,49000
13,50000
13,51000
13,52000
14,53000
14,54000
14,55000
14,56000
15,57000
15,58000
15,59000
15,60000
16,61000
16,62000
16,63000
16,64000
17,65000
17,66000
17,67000
17,68000
17,69000
18,70000
18,71000
18,72000
18,73000
19,74000
19,75000
19,76000
19,77000
20,78000
20,79000
20,80000
20,81000
20,82000
21,83000
21,84000
21,85000
21,86000
22,87000
22,88000
22,89000
22,90000
23,91000
23,92000
23,93000
23,94000
24,95000
24,96000
24,97000
24,98000
25,99000
25,100000
25,101000
25,102000
26,103000
26,104000
26,105000
26,106000
27,107000
27,108000
27,109000
27,110000
28,111000
28,112000
28,113000
28,114000
29,115000
29,116000
29,117000
29,118000
30,119000
30,120000
30,121000
31,122000
31,123000
31,124000
31,125000
32,126000
32,127000
32,128000
32,129000
33,130000
33,131000
33,132000
33,133000
34,134000
34,135000
34,136000
35,137000
35,138000
35,139000
35,140000
36,141000
36,142000
36,143000
36,144000
37,145000
37,146000
37,147000
37,148000
38,149000
38,150000
38,151000
38,152000
39,153000
39,154000
39,155000
39,156000
40,157000
40,158000
40,159000
40,160000
41,161000
41,162000
41,163000
41,164000
42,165000
42,166000
42,167000
43,168000
43,169000
43,170000
43,171000
44,172000
44,173000
44,174000
44,175000
45,176000
45,177000
45,178000
46,179000
46,180000
46,181000
46,182000
47,183000
47,184000
47,185000
47,186000
48,187000
48,188000
48,189000
48,190000
49,191000
49,192000
49,193000
50,194000
50,195000
50,196000
50,197000
51,198000
51,199000
51,200000
51,201000
52,202000
52,203000
52,204000
52,205000
53,206000
53,207000
53,208000
53,209000
54,210000
54,211000
54,212000
54,213000
55,214000
55,215000
55,216000
55,217000
56,218000
56,219000
56,220000
56,221000
57,222000
57,223000
57,224000
57,225000
58,226000
58,227000
58,228000
58,229000
59,230000
59,231000
59,232000
59,233000
60,234000
60,235000
60,236000
60,237000
61,238000
61,239000
61,240000
61,241000
62,242000
62,243000
62,244000
62,245000
63,246000
63,247000
63,248000
64,249000
64,250000
64,251000
64,252000
65,253000
65,254000
65,255000
66,256000
66,257000
66,258000
66,259000
67,260000
67,261000
67,262000
67,263000
68,264000
68,265000
68,266000
68,267000
69,268000
69,269000
69,270000
69,271000
70,272000
70,273000
70,274000
70,275000
71,276000
71,277000
71,278000
71,279000
72,280000
72,281000
72,282000
72,283000
73,284000
73,285000
73,286000
73,287000
74,288000
74,289000
74,290000
74,291000
75,292000
75,293000
75,294000
75,295000
76,296000
76,297000
76,298000
76,299000
77,300000
77,301000
77,302000
77,303000
78,304000
78,305000
78,306000
78,307000
79,308000
79,309000
79,310000
79,311000
80,312000
80,313000
80,314000
80,315000
81,316000
81,317000
81,318000
82,319000
82,320000
82,321000
82,322000
83,323000
83,324000
83,325000
83,326000
84,327000
84,328000
84,329000
84,330000
85,331000
85,332000
85,333000
85,334000
86,335000
86,336000
86,337000
86,338000
87,339000
87,340000
87,341000
87,342000
88,343000
88,344000
88,345000
88,346000
89,347000
89,348000
89,349000
89,350000
90,351000
90,352000
90,353000
90,354000
91,355000
91,356000
91,357000
91,358000
92,359000
92,360000
92,361000
92,362000
93,363000
93,364000
93,365000
94,366000
94,367000
94,368000
94,369000
95,370000
95,371000
95,372000
95,373000
96,374000
96,375000
96,376000
96,377000
97,378000
97,379000
97,380000
97,381000
98,382000
98,383000
98,384000
99,385000
99,386000
99,387000
99,388000
100,389000
100,390000
100,391000
100,392000
100,393000
101,394000
101,395000
101,396000
101,397000
102,398000
102,399000
102,400000
102,401000
103,402000
103,403000
103,404000
103,405000
104,406000
104,407000
104,408000
104,409000
105,410000
105,411000
105,412000
106,413000
106,414000
106,415000
106,416000
106,417000
107,418000
107,419000
107,420000
108,421000
108,422000
108,423000
108,424000
109,425000
109,426000
109,427000
109,428000
110,429000
110,430000
110,431000
110,432000
111,433000
111,434000
111,435000
111,436000
112,437000
112,438000
112,439000
112,440000
113,441000
113,442000
113,443000
114,444000
114,445000
114,446000
115,447000
115,448000
115,449000
115,450000
116,451000
116,452000
116,453000
116,454000
117,455000
117,456000
117,457000
117,458000
118,459000
118,460000
118,461000
118,462000
119,463000
119,464000
119,465000
119,466000
120,467000
120,468000
120,469000
120,470000
121,471000
121,472000
121,473000
122,474000
122,475000
122,476000
122,477000
122,478000
123,479000
123,480000
123,481000
124,482000
124,483000
124,484000
124,485000
124,486000
125,487000
125,488000
125,489000
125,490000
126,491000
126,492000
126,493000
126,494000
126,495000
127,496000
127,497000
127,498000
127,499000
